id,title,course_level,department_name
DRAMA118,Special Topics in Modern and Contemporary Drama,Upper Division (100-199),Drama
DRAMA143B,Music Theatre Workshop III,Upper Division (100-199),Drama
DRAMA240,Graduate Projects,Graduate/Professional Only (200+),Drama
DRAMA251B,Foundations of Theatre,Graduate/Professional Only (200+),Drama
DRAMA257B,Scenic Thesis Project,Graduate/Professional Only (200+),Drama
DRAMA262,Digital Design: 2D/3D Modeling,Graduate/Professional Only (200+),Drama
DRAMA267,Digital Design: Creating Sounds from Scratch,Graduate/Professional Only (200+),Drama
DRAMA272,Musical Theatre Sound/Concert Sound,Graduate/Professional Only (200+),Drama
DRAMA294,Dissertation Research,Graduate/Professional Only (200+),Drama
EARTHSS116,Introduction to Environmental Data Science,Upper Division (100-199),Earth System Science
EARTHSS118,"Analysis, Modeling, and Visualization of Multidimensionnal Environmental Data",Upper Division (100-199),Earth System Science
EARTHSS162,The Impact of Climate Change on California's Landscape,Upper Division (100-199),Earth System Science
EARTHSS164,Ecosystem Ecology,Upper Division (100-199),Earth System Science
EARTHSS197,Independent Study in Earth System Science,Upper Division (100-199),Earth System Science
EARTHSS282C,Special Topics in Climate,Graduate/Professional Only (200+),Earth System Science
EARTHSSH198,Honors Thesis in Earth System Science,Upper Division (100-199),Earth System Science
EAS126,Topics in East Asian Linguistics,Upper Division (100-199),East Asian Studies
ECOEVO203A,Graduate Tutorial in Ecology and Evolutionary Biology,Graduate/Professional Only (200+),Ecology and Evolutionary Biology
ECON109,Special Topics in Economic Theory,Upper Division (100-199),Economics
ECON142A,Industrial Organization I,Upper Division (100-199),Economics
ECON15A,Probability and Statistics in Economics I,Lower Division (1-99),Economics
ECON261A,International Trade I,Graduate/Professional Only (200+),Economics
ECPS203,Embedded Systems Modeling and Design,Graduate/Professional Only (200+),Embedded and Cyber-Physical Systems
ECPS216,Internet of Things Systems and Software,Graduate/Professional Only (200+),Embedded and Cyber-Physical Systems
ECPS299,Individual Research,Graduate/Professional Only (200+),Embedded and Cyber-Physical Systems
EDUC106,Early Childhood Education Curriculum and Instruction,Upper Division (100-199),Education
EDUC132,Reading and Writing Enrichment for After-School Programs,Upper Division (100-199),Education
EDUC142,American History and Education Policy: An Intimate Relationship,Upper Division (100-199),Education
EDUC143AW,Classroom Interactions I,Upper Division (100-199),Education
EDUC147,"Poverty, Education, and Social Change",Upper Division (100-199),Education
EDUC212,Literacy and Technology,Graduate/Professional Only (200+),Education
EDUC224B,Learning Analytics Practicum,Graduate/Professional Only (200+),Education
EDUC241,Children’s Sense Making in Science,Graduate/Professional Only (200+),Education
EDUC253,Foundations of Educational Policy,Graduate/Professional Only (200+),Education
EECS112L,Organization of Digital Computers Laboratory,Upper Division (100-199),Electrical Engineering & Computer Science
EECS119,VLSI,Upper Division (100-199),Electrical Engineering & Computer Science
EECS170D,Integrated Electronic Circuit Design,Upper Division (100-199),Electrical Engineering & Computer Science
EECS280B,Advanced Engineering Electromagnetics II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS285C,Nano Imaging,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EHS201,Case Studies in Environmental Toxicology,Graduate/Professional Only (200+),Environmental Health Sciences
EHS206A,Target Organ Toxicology I,Graduate/Professional Only (200+),Environmental Health Sciences
ENGLISH11,"Society, Law, and Literature",Lower Division (1-99),English
ENGR1A,General Chemistry for Engineers,Lower Division (1-99),Engineering
EECS270D,Radio-Frequency Integrated Circuit Design,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EHS203,Psychosocial Occupational Epidemiology,Graduate/Professional Only (200+),Environmental Health Sciences
EHS297,Advanced Topics in Occupational Toxicology,Graduate/Professional Only (200+),Environmental Health Sciences
EHS298,Seminar in Environmental Health Sciences,Graduate/Professional Only (200+),Environmental Health Sciences
ENGLISH105,Multicultural Topics in Literatures in English,Upper Division (100-199),English
ENGR113,Introduction to STEM Education Research,Upper Division (100-199),Engineering
ENGR210P,Capstone Project,Graduate/Professional Only (200+),Engineering
ENGRCEE199,Individual Study,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE214,GIS for Civil and Environmental Engineering,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE221A,Transportation Systems Analysis I,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE223,Transportation Systems III: Planning and Forecasting,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE224A,Transportation Data Analysis I,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE225B,Transportation Planning Models II,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE229B,Traffic Systems Operations and Control II,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE253,Micromechanics,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE262,Environmental Chemistry II,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGR30,Statics,Lower Division (1-99),Engineering
ENGR98,Group Study,Lower Division (1-99),Engineering
ENGRCEE111,Methods IV: Systems Analysis and Decision-Making,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE226B,Traffic Flow Theory II,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE228B,Urban Transportation Networks II,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE250,Finite Element Method in Structural Engineering,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE265,Physical-Chemical Treatment Processes,Graduate/Professional Only (200+),Civil and Environmental Engineering
EDUC233A,Special Topics in Atypical Development,Graduate/Professional Only (200+),Education
EDUC237,Foundations of Teaching and Learning,Graduate/Professional Only (200+),Education
EDUC280,Research Methods: Hierarchical Linear Modeling,Graduate/Professional Only (200+),Education
EDUC289,Use of Video in Educational Research,Graduate/Professional Only (200+),Education
EDUC302,Directed Secondary Field Experiences,Graduate/Professional Only (200+),Education
EDUC348A,Educational Equity and the Exceptional Learner I,Graduate/Professional Only (200+),Education
EDUC348B,Educational Equity and the Exceptional Learner II,Graduate/Professional Only (200+),Education
EECS112,Organization of Digital Computers,Upper Division (100-199),Electrical Engineering & Computer Science
EECS117,Parallel Computer Systems,Upper Division (100-199),Electrical Engineering & Computer Science
EECS152B,Digital Signal Processing Design and Laboratory,Upper Division (100-199),Electrical Engineering & Computer Science
EECS211,Advanced System Software,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS211P,Advanced System Software,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS220,Advanced Digital Signal Processing Architecture,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS226,Embedded System Software,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS240P,Random Processes,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS241AP,Digital Communications I,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS243,Error Correcting Codes,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS299,Individual Research,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS70A,Network Analysis I,Lower Division (1-99),Electrical Engineering & Computer Science
EHS269,"Air Pollution, Climate, and Health",Graduate/Professional Only (200+),Environmental Health Sciences
ENGLISH103,"Topics in Literature, Theory, and Criticism",Upper Division (100-199),English
ENGLISH291,Guided Reading Course,Graduate/Professional Only (200+),English
ENGR211P,M.Eng Proseminar,Graduate/Professional Only (200+),Engineering
ENGRCEE171,Water Resources Engineering,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE20,Introduction to Computational Problem Solving,Lower Division (1-99),Civil and Environmental Engineering
ENGRCEE228A,Urban Transportation Networks I,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE231,Foundation Engineering,Graduate/Professional Only (200+),Civil and Environmental Engineering
ENGRCEE249,Earthquake Engineering,Graduate/Professional Only (200+),Civil and Environmental Engineering
EECS241B,Digital Communications II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS244P,Wireless Communications,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS270BP,Advanced Analog Integrated Circuit Design II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS285P,Optical Communications,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS292,Preparation for M.S. Comprehensive Examination,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS31,Introduction to Digital Systems,Lower Division (1-99),Electrical Engineering & Computer Science
EHS294,Occupational Health Psychology,Graduate/Professional Only (200+),Environmental Health Sciences
ENGLISH12,Young Adult Fiction,Lower Division (1-99),English
ENGR195,Special Topics in Engineering,Upper Division (100-199),Engineering
ENGR297,Doctor of Philosophy Dissertation Research,Graduate/Professional Only (200+),Engineering
ENGRCEE114,GIS for Civil and Environmental Engineering,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE150,Mechanics of Materials,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE181B,Senior Design Practicum II,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE199P,Individual Study,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE220C,Travel Demand Analysis III: Activity-based Approaches,Graduate/Professional Only (200+),Civil and Environmental Engineering
EDUC170,Chicanx/Latinx Education,Upper Division (100-199),Education
EDUC229,Theories of Human Development,Graduate/Professional Only (200+),Education
EDUC264,Economic Foundations of Education and Social Policy,Graduate/Professional Only (200+),Education
EDUC296B,Professional Writing in Educational Research II,Graduate/Professional Only (200+),Education
EDUC320,Teaching Physical and Health Education in Elementary School,Graduate/Professional Only (200+),Education
EDUC326,Curriculum and Methods for Elementary School Reading,Graduate/Professional Only (200+),Education
EDUC339,Methods of Teaching Visual Arts in Secondary Schools,Graduate/Professional Only (200+),Education
EECS150,Continuous-Time Signals and Systems,Upper Division (100-199),Electrical Engineering & Computer Science
EECS170LC,Electronics III Laboratory,Upper Division (100-199),Electrical Engineering & Computer Science
EECS198,Group Study,Upper Division (100-199),Electrical Engineering & Computer Science
EECS251B,"Detection, Estimation, and Demodulation Theory",Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS267A,Industrial and Power Electronics,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS270B,Advanced Analog Integrated Circuit Design II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS277B,Advanced Semiconductor Devices II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EECS282,Monolithic Microwave Integrated Circuit (MMIC) Analysis and Design II,Graduate/Professional Only (200+),Electrical Engineering & Computer Science
EHS275,Environmental Modeling and Risk Management,Graduate/Professional Only (200+),Environmental Health Sciences
EHS290,Independent Study in Environmental Toxicology,Graduate/Professional Only (200+),Environmental Health Sciences
ENGLISH102D,Topics in 20th-Century Literature,Upper Division (100-199),English
ENGLISH106,Advanced Seminar: Topics in English Literature,Upper Division (100-199),English
ENGR200BP,Engineering Leadership and Entrepreneurship: Build,Graduate/Professional Only (200+),Engineering
ENGRCEE124,Transportation Systems IV: Freeway Operations and Control,Upper Division (100-199),Civil and Environmental Engineering
ENGRCEE125,Transportation and the Environment,Upper Division (100-199),Civil and Environmental Engineering
